account_number,parcel_number,total_actual_value,total_assessed_precalc,alt_assessed_precalc,lg_mill_levy,school_mill_levy,total_mill_levy,tax_district,tax_year
R025012,299507002003.0,244420,15280,17230,20.901,26.677,47.578,620,2025
R025014,370135120031.0,511770,31980,36080,23.973,26.677,50.65,100,2025
R025022,325503154027.0,773760,48360,54550,44.315,26.677,70.992,200,2025
R025023,325503154028.0,816440,51030,50510,44.315,26.677,70.992,200,2025
R025026,397300001006.0,800,220,220,24.619,26.677,51.296,601,2025
R025027,397300001007.0,870,230,230,24.619,26.677,51.296,601,2025
R025034,325728118001.0,419770,26240,29590,41.028,26.677,67.705,615,2025
R025042,343300000003.0,5960,1610,1610,24.619,26.677,51.296,601,2025
R025046,378710021001.0,633720,39610,44670,24.619,26.677,51.296,601,2025
R025059,424700000013.0,1726510,121740,135010,23.852,26.677,50.529,602,2025
R025062,424500000025.0,280,80,80,23.852,26.677,50.529,602,2025
R025066,405300000063.0,112100,30270,30270,23.852,26.677,50.529,602,2025
R025074,397300001002.0,550,150,150,24.619,26.677,51.296,601,2025
R025075,397300001003.0,530,140,140,24.619,26.677,51.296,601,2025
R025079,397300002001.0,490,130,130,24.619,26.677,51.296,601,2025
R025080,397300003001.0,520,140,140,24.619,26.677,51.296,601,2025
R025081,397300002005.0,550,150,150,24.619,26.677,51.296,601,2025
R025118,405700000015.0,413580,25850,29160,23.852,26.677,50.529,602,2025
R025120,405700000018.0,325900,20370,22980,23.852,26.677,50.529,602,2025
R025123,405700000023.0,282630,17660,19920,23.852,26.677,50.529,602,2025
R025124,405700000022.0,80000,21600,21600,23.852,26.677,50.529,602,2025
R025125,405700000021.0,336800,21050,23740,23.852,26.677,50.529,602,2025
R025127,405700000026.0,204440,12780,14410,23.852,26.677,50.529,602,2025
R025128,317726123022.0,311050,83980,83980,49.142,26.677,75.819,501,2025
R025130,351500000012.0,377480,101920,101920,24.619,26.677,51.296,601,2025
R025195,298500000005.0,6490,1750,1750,22.36,30.176,52.536,701,2025
R025203,396700000014.0,19330,5220,5220,24.619,26.677,51.296,601,2025
R025204,343900000010.0,41070,11090,11090,24.619,26.677,51.296,601,2025
R025207,378702300044.0,0,0,0,24.619,26.677,51.296,601,2025
R025208,424300000010.0,371160,100210,100210,23.852,26.677,50.529,602,2025
R025214,397300000028.0,34010,2230,2500,24.619,26.677,51.296,601,2025
R025224,343900000011.0,6700,1810,1810,24.619,26.677,51.296,601,2025
R025228,379300000020.0,67490,18230,18230,24.619,26.677,51.296,601,2025
R025232,397900000030.0,2240,600,600,23.852,26.677,50.529,602,2025
R025233,398700000023.0,949350,74230,81250,21.901,28.994,50.895,801,2025
R025236,292100000023.0,9040,2440,2440,25.348,30.176,55.524,703,2025
R025238,379500000024.0,1130,310,310,24.619,26.677,51.296,601,2025
R025245,379500000017.0,2020,550,550,24.619,26.677,51.296,601,2025
R025248,379300000018.0,96100,25940,25940,24.619,26.677,51.296,601,2025
R025250,325512014001.0,590840,36930,41650,48.909,26.677,75.586,616,2025
R025253,325512014004.0,590840,36930,41650,48.909,26.677,75.586,616,2025
R025255,325512014006.0,577490,36090,40710,48.909,26.677,75.586,616,2025
R025256,325512014007.0,607880,37990,42860,48.909,26.677,75.586,616,2025
R025259,325512014010.0,607880,37990,42860,48.909,26.677,75.586,616,2025
R025275,318700000001.0,570,150,150,25.348,30.176,55.524,703,2025
R025276,379100000044.0,6000,1620,1620,24.619,26.677,51.296,601,2025
R025278,298700000002.0,140,40,40,25.348,30.176,55.524,703,2025
R025279,291900000014.0,2700,730,730,25.348,30.176,55.524,703,2025
R025283,431500000003.0,10360,2800,2800,23.852,26.677,50.529,602,2025
R025284,351700000016.0,34470,9310,9310,24.619,26.677,51.296,601,2025
R025285,397100000004.0,40,10,10,24.619,26.677,51.296,601,2025
R025288,370300000012.0,10330,2790,2790,24.619,26.677,51.296,601,2025
R025292,369900000018.0,28620,7730,7730,24.619,26.677,51.296,601,2025
R025295,317713300002.0,0,0,0,49.142,26.677,75.819,500,2025
R025300,325502252019.0,1001560,62600,70610,44.315,26.677,70.992,200,2025
R025301,325502252018.0,943070,58940,66490,44.315,26.677,70.992,200,2025
R025304,371300000002.0,146160,12170,13220,21.799,26.677,48.476,624,2025
R025306,424700000005.0,27180,7340,7340,23.852,26.677,50.529,602,2025
R025309,343700000095.0,7450,2010,2010,24.619,26.677,51.296,601,2025
R025317,424100000003.0,17880,4830,4830,23.852,26.677,50.529,602,2025
R025318,405300000098.0,11930,3220,3220,23.852,26.677,50.529,602,2025
R025319,423900000002.0,12180,3290,3290,23.852,26.677,50.529,602,2025
R025329,424500000043.0,2770,750,750,23.852,26.677,50.529,602,2025
R025331,378701217027.0,384130,24010,27080,23.973,26.677,50.65,100,2025
R025333,325722000021.0,822770,222150,222150,32.426,26.677,59.103,606,2025
R025334,352300000002.0,19100,5160,5160,24.619,26.677,51.296,601,2025
R025335,342707409005.0,569130,35570,40120,24.619,26.677,51.296,601,2025
R025357,404900000034.0,179520,11680,13100,23.852,26.677,50.529,602,2025
R025362,325722201017.0,688910,186010,186010,41.028,26.677,67.705,615,2025
R025365,378701203008.0,469570,29340,33100,23.973,26.677,50.65,100,2025
R025368,325503128013.0,2448360,153020,172600,44.315,26.677,70.992,200,2025
R025478,397500000007.0,42740,11540,11540,24.619,26.677,51.296,601,2025
R025482,404918004015.0,454720,28420,32060,23.856,26.677,50.533,622,2025
R025483,351722003005.0,200000,54000,54000,24.619,26.677,51.296,601,2025
R025486,370113006018.0,1206970,75430,85100,24.619,26.677,51.296,601,2025
R025488,370113006020.0,1018810,63670,64770,24.619,26.677,51.296,601,2025
R025490,370113007009.0,725080,45320,51120,24.619,26.677,51.296,601,2025
R025491,370113007010.0,525570,32850,37060,24.619,26.677,51.296,601,2025
R025496,370113007015.0,801030,50060,56480,24.619,26.677,51.296,601,2025
R025498,370113007017.0,811060,50690,57180,24.619,26.677,51.296,601,2025
R025502,431900000001.0,0,0,0,23.852,26.677,50.529,602,2025
R025504,352300000009.0,47210,12750,12750,24.619,26.677,51.296,601,2025
R025508,325700000000.0,1350,360,360,32.426,26.677,59.103,606,2025
R025509,299500000024.0,19630,5300,5300,32.426,26.677,59.103,606,2025
R025542,325728106054.0,1133730,70860,72880,41.028,26.677,67.705,615,2025
R025548,378714003024.0,558660,34910,39390,24.619,26.677,51.296,601,2025
R025549,343700000001.0,560,150,150,24.619,26.677,51.296,601,2025
R025553,404900000148.0,355720,23090,25900,23.852,26.677,50.529,602,2025
R025574,317726108017.0,1454130,90880,102520,49.142,26.677,75.819,501,2025
R025581,398500000005.0,110040,29710,29710,21.901,28.994,50.895,801,2025
R025584,368935000035.0,94760,25590,25590,24.619,26.677,51.296,601,2025
R025585,317700000085.0,470,130,130,32.426,26.677,59.103,606,2025
R025586,378900000006.0,629060,39320,44350,24.619,26.677,51.296,601,2025
R025771,405100000000.0,470,130,130,23.852,26.677,50.529,602,2025
R025772,404900000032.0,577150,39760,44240,23.852,26.677,50.529,602,2025
R025774,378702300047.0,149340,40320,40320,24.619,26.677,51.296,601,2025
R025777,342707410001.0,465830,29120,32840,24.619,26.677,51.296,601,2025
R025785,325728101027.0,950000,59380,66970,41.028,26.677,67.705,615,2025
R025789,369526202005.0,60920,16450,16450,24.619,26.677,51.296,601,2025
R025796,343322201001.0,495010,133650,133650,24.619,26.677,51.296,601,2025
R025800,369109132001.0,8800,2380,2380,24.619,26.677,51.296,601,2025
R025805,370135110008.0,623760,38990,43980,23.973,26.677,50.65,100,2025
R025817,317726101009.0,1850230,115640,130440,49.142,26.677,75.819,500,2025
R025825,318500000001.0,0,0,0,25.348,30.176,55.524,703,2025
R025836,298900000000.0,5330,1440,1440,22.36,30.176,52.536,701,2025
R025941,325722201020.0,1526110,95380,107590,41.028,26.677,67.705,615,2025
R025994,316900000029.0,734510,45910,51780,23.852,26.677,50.529,602,2025
R026006,351300002003.0,353220,22080,24900,24.619,26.677,51.296,601,2025
R026007,317726424001.0,811200,50700,57190,49.142,26.677,75.819,500,2025
R026031,378702111004.0,361940,22620,25510,23.973,26.677,50.65,100,2025
R026036,370135301008.0,616370,38520,43450,23.973,26.677,50.65,100,2025
R026038,325727227003.0,534040,33380,37650,41.028,26.677,67.705,615,2025
R026039,326322103014.0,425170,26580,29980,23.852,26.677,50.529,602,2025
R026043,369105000026.0,47920,12940,12940,24.619,26.677,51.296,601,2025
R026045,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R026046,291900000023.0,120100,7970,8900,22.36,30.176,52.536,701,2025
R026053,317723408010.0,1800510,112540,126940,49.142,26.677,75.819,500,2025
R026055,398100000064.0,94970,5940,6700,23.852,26.677,50.529,602,2025
R026056,398303300008.0,571690,35730,40300,23.852,26.677,50.529,602,2025
R026060,342707401001.0,420250,26270,29630,24.619,26.677,51.296,601,2025
R026063,405130001018.0,24000,6480,6480,23.852,26.677,50.529,602,2025
R026079,325503109012.0,1904430,119020,134260,44.315,26.677,70.992,200,2025
R026142,325724001023.0,99370,6210,7010,32.426,26.677,59.103,606,2025
R026145,325502227047.0,474630,29660,33460,44.315,26.677,70.992,200,2025
R026146,325512015001.0,1592060,99510,112240,48.909,26.677,75.586,616,2025
R026153,291700000023.0,2580,700,700,30.584,26.677,57.261,617,2025
R026224,431311001008.0,110,30,30,23.852,26.677,50.529,602,2025
R026225,431311001009.0,150,40,40,23.852,26.677,50.529,602,2025
R026228,431311001002.0,40,10,10,23.852,26.677,50.529,602,2025
R026237,325502225014.0,1864310,116520,131440,44.315,26.677,70.992,200,2025
R026241,317726426015.0,672240,42020,47390,49.142,26.677,75.819,500,2025
R026252,325503178011.0,1179580,73730,83160,44.315,26.677,70.992,200,2025
R026254,325503178012.0,1516290,94770,99840,44.315,26.677,70.992,200,2025
R026255,342707410009.0,11000,2970,2970,24.619,26.677,51.296,601,2025
R026258,299301413014.0,159410,9960,11240,20.901,26.677,47.578,620,2025
R026260,299301415005.0,72900,19680,19680,20.901,26.677,47.578,620,2025
R026276,291724300007.0,140000,37800,37800,30.584,26.677,57.261,617,2025
R026280,405300000048.0,104720,28270,28270,23.852,26.677,50.529,602,2025
R026289,378702301003.0,286320,17900,20190,23.973,26.677,50.65,100,2025
R026291,378702301002.0,354070,22130,24960,23.973,26.677,50.65,100,2025
R026292,378702300055.0,0,0,0,23.973,26.677,50.65,100,2025
R026293,370124000058.0,621550,39370,44320,24.619,26.677,51.296,601,2025
R026299,378702301006.0,287310,17960,20260,23.973,26.677,50.65,100,2025
R026304,378702301013.0,296930,18560,20930,23.973,26.677,50.65,100,2025
R026305,378702301012.0,240790,15050,16980,23.973,26.677,50.65,100,2025
R026306,378702301011.0,253170,15820,17850,23.973,26.677,50.65,100,2025
R026307,378702301010.0,247530,15470,17450,23.973,26.677,50.65,100,2025
R026308,369900000114.0,715630,44730,43400,24.619,26.677,51.296,601,2025
R026319,370135000033.0,5050,1370,1370,24.619,26.677,51.296,601,2025
R026324,370100000091.0,242760,65550,65550,24.619,26.677,51.296,601,2025
R026333,398500000045.0,137880,37230,37230,21.901,28.994,50.895,801,2025
R026348,299300000076.0,32550,8790,8790,16.387,26.677,43.064,603,2025
R026367,352500000059.0,287150,22860,24970,24.619,26.677,51.296,601,2025
R026393,325502230001.0,3007760,812100,812100,44.315,26.677,70.992,200,2025
R026401,292100000004.0,412350,54200,56400,25.348,30.176,55.524,703,2025
R026450,370136358017.0,1038320,64890,73200,23.973,26.677,50.65,100,2025
R026451,298700000000.0,4630,1250,1250,25.348,30.176,55.524,703,2025
R026454,325503102002.0,2450210,153130,172740,44.315,26.677,70.992,200,2025
R026493,379123000009.0,250,70,70,24.619,26.677,51.296,601,2025
R026495,379123000017.0,290,80,80,24.619,26.677,51.296,601,2025
R026507,398100000016.0,11410,3080,3080,23.852,26.677,50.529,602,2025
R026509,318300000049.0,660740,41300,46590,24.787,30.176,54.963,704,2025
R026516,378714201049.0,666920,41680,47020,24.619,26.677,51.296,601,2025
R026534,378702302002.0,362720,22670,25570,23.973,26.677,50.65,100,2025
R026537,325502252011.0,1110450,69400,78290,44.315,26.677,70.992,200,2025
R026540,317726127006.0,2738890,171180,193100,49.142,26.677,75.819,501,2025
R026541,317726127005.0,2003890,125240,141280,49.142,26.677,75.819,501,2025
R026542,378702302003.0,362720,22670,25570,23.973,26.677,50.65,100,2025
R026550,378702302004.0,372020,23250,26230,23.973,26.677,50.65,100,2025
R026556,325502252006.0,2964890,185310,209030,44.315,26.677,70.992,200,2025
R026558,325502252007.0,2182220,136390,153850,44.315,26.677,70.992,200,2025
R026559,291707201009.0,786890,49180,55480,30.584,26.677,57.261,617,2025
R026585,378703403019.0,191020,51580,51580,24.619,26.677,51.296,601,2025
R026586,398100000038.0,94970,25640,25640,23.852,26.677,50.529,602,2025
R026590,378900000069.0,533380,43740,47600,24.619,26.677,51.296,601,2025
R026591,378704000012.0,844670,52790,52500,24.619,26.677,51.296,601,2025
R026595,370136334005.0,785410,212060,212060,23.973,26.677,50.65,100,2025
R026597,325502229027.0,852150,53260,60080,44.315,26.677,70.992,200,2025
R026598,343500000014.0,8890,2400,2400,24.619,26.677,51.296,601,2025
R026599,343700000002.0,2240,600,600,24.619,26.677,51.296,601,2025
R026610,369110213005.0,480630,30040,33880,30.009,26.677,56.686,300,2025
R026612,343315300014.0,951450,59470,67080,24.619,26.677,51.296,601,2025
R026613,378702156001.0,136340,36810,36810,23.973,26.677,50.65,100,2025
R026623,370136366001.0,274800,74200,74200,23.973,26.677,50.65,100,2025
R026661,325503179007.0,2034960,127180,136410,44.315,26.677,70.992,200,2025
R026663,325502252008.0,2070240,129390,145950,44.315,26.677,70.992,200,2025
R026664,425105002009.0,924920,57810,65210,22.715,26.677,49.392,609,2025
R026673,325502225005.0,1517030,94820,106950,44.315,26.677,70.992,200,2025
R026677,369932006003.0,605800,37870,42710,24.619,26.677,51.296,601,2025
R026681,325502225010.0,2063330,128960,145460,44.315,26.677,70.992,200,2025
R026688,378703403021.0,855400,53460,60310,24.619,26.677,51.296,601,2025
R026689,325502225008.0,1716170,107260,120990,44.315,26.677,70.992,200,2025
R026690,325502225009.0,2056890,128560,145010,44.315,26.677,70.992,200,2025
R026692,325502225004.0,1906580,119160,134420,44.315,26.677,70.992,200,2025
R026713,291900000045.0,650900,41300,46480,22.36,30.176,52.536,701,2025
R026714,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R026715,291900000044.0,451950,28870,32450,22.36,30.176,52.536,701,2025
R026726,318300000054.0,539710,33730,38050,24.787,30.176,54.963,704,2025
R026727,398100000019.0,94970,25640,25640,23.852,26.677,50.529,602,2025
R026734,398300000034.0,95220,25710,25710,23.852,26.677,50.529,602,2025
R026737,318100000007.0,600180,37510,42320,24.787,26.677,51.464,621,2025
R026744,325502264002.0,2097580,131100,147880,44.315,26.677,70.992,200,2025
R026745,325501008002.0,1558470,97410,109870,48.909,26.677,75.586,616,2025
R026789,325503101004.0,3179370,198710,224150,44.315,26.677,70.992,200,2025
R026790,325503134011.0,314970,19690,22210,44.315,26.677,70.992,200,2025
R026812,378117301003.0,339810,21240,23950,24.619,26.677,51.296,601,2025
R026817,317726117034.0,771950,48250,54420,49.142,26.677,75.819,500,2025
R026827,369919001013.0,732500,45780,51640,24.619,26.677,51.296,601,2025
R026830,291533000013.0,203540,54960,54960,16.387,26.677,43.064,603,2025
R026833,370134000028.0,418100,26130,29480,24.619,26.677,51.296,601,2025
R026837,370136313021.0,266430,71940,71940,23.973,26.677,50.65,100,2025
R026839,343700000005.0,19480,5260,5260,24.619,26.677,51.296,601,2025
R026846,404700000002.0,22080,5960,5960,21.901,26.677,48.578,612,2025
R026855,291533000002.0,2820,760,760,16.387,26.677,43.064,603,2025
R026858,369109000038.0,366470,22900,25840,24.619,26.677,51.296,601,2025
R026920,369500000007.0,26370,7120,7120,24.619,26.677,51.296,601,2025
R026923,291500000000.0,190,50,50,16.387,26.677,43.064,603,2025
R026924,291500000000.0,190,50,50,16.387,26.677,43.064,603,2025
R026944,325503183006.0,320,90,90,44.315,26.677,70.992,200,2025
R026945,351722000021.0,118500,32000,32000,24.619,26.677,51.296,601,2025
R026948,404700000016.0,1130,310,310,21.901,26.677,48.578,612,2025
R026953,325722001005.0,693740,187310,187310,32.426,26.677,59.103,606,2025
R026955,325722001010.0,4970890,310680,350450,32.426,26.677,59.103,606,2025
R026960,325502232009.0,1142070,71380,80520,44.315,26.677,70.992,200,2025
R026964,325727202086.0,1434720,89670,101150,41.028,26.677,67.705,615,2025
R026968,318300000112.0,820,220,220,24.787,30.176,54.963,704,2025
R026976,369110212006.0,666830,41670,47010,30.009,26.677,56.686,300,2025
R027017,370124005019.0,865500,54090,61020,24.619,26.677,51.296,601,2025
R027019,317726460023.0,729250,45580,51410,49.142,26.677,75.819,500,2025
R027031,325722304022.0,218700,59050,59050,41.028,26.677,67.705,615,2025
R027032,343315300013.0,544850,34050,38410,24.619,26.677,51.296,601,2025
R027034,378702111006.0,395770,24730,27900,23.973,26.677,50.65,100,2025
R027035,378701000066.0,0,0,0,23.973,26.677,50.65,100,2025
R027041,398500000006.0,531910,33240,37500,21.901,28.994,50.895,801,2025
R027069,342706004001.0,643450,40220,45370,24.619,26.677,51.296,601,2025
R027075,325722305026.0,1242550,77660,87600,41.028,26.677,67.705,615,2025
R027077,325721405012.0,1038210,64890,73200,41.028,26.677,67.705,615,2025
R027084,299312110006.0,81000,21870,21870,20.901,26.677,47.578,620,2025
R027085,342707412004.0,399470,24960,28160,24.619,26.677,51.296,601,2025
R027089,325300000019.0,187560,11720,13220,21.901,26.677,48.578,612,2025
R027090,317724201021.0,1911650,119480,134770,49.142,26.677,75.819,500,2025
R027096,325722305025.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R027097,325722304050.0,1136830,71050,80150,41.028,26.677,67.705,615,2025
R027103,325503126008.0,210000,13130,14810,44.315,26.677,70.992,200,2025
R027106,325722305022.0,1872760,117040,132030,41.028,26.677,67.705,615,2025
R027107,325721405017.0,288180,18010,20320,41.028,26.677,67.705,615,2025
R027113,325722305019.0,961380,60080,67780,41.028,26.677,67.705,615,2025
R027118,325721405015.0,288180,77810,77810,41.028,26.677,67.705,615,2025
R027121,378714001014.0,564030,35260,39760,24.619,26.677,51.296,601,2025
R027124,317726118057.0,748030,46750,52740,49.142,26.677,75.819,501,2025
R027126,291900000000.0,150,40,40,22.36,30.176,52.536,701,2025
R027133,378710029037.0,616790,38550,43480,24.619,26.677,51.296,601,2025
R027136,291727202007.0,851470,53220,60030,30.584,26.677,57.261,617,2025
R027137,325722307008.0,185900,50190,50190,41.028,26.677,67.705,615,2025
R027142,325722305027.0,1145210,71570,80740,41.028,26.677,67.705,615,2025
R027144,325500000000.0,10,10,10,44.315,26.677,70.992,200,2025
R027147,378702303003.0,298100,18630,21020,23.973,26.677,50.65,100,2025
R027149,378702303005.0,362720,22670,25570,23.973,26.677,50.65,100,2025
R027152,378702303006.0,362720,22670,25570,23.973,26.677,50.65,100,2025
R027153,325503128003.0,2353670,147100,165930,44.315,26.677,70.992,200,2025
R027159,317726118054.0,851600,53230,60040,49.142,26.677,75.819,501,2025
R027161,317726101008.0,757850,47370,53420,49.142,26.677,75.819,500,2025
R027172,317724303048.0,2551090,159450,179850,49.142,26.677,75.819,500,2025
R027174,343500001003.0,1669440,104340,117690,24.619,26.677,51.296,601,2025
R027175,343300001001.0,2167970,135500,152840,24.619,26.677,51.296,601,2025
R027177,343500001002.0,2606510,162910,183760,24.619,26.677,51.296,601,2025
R027186,299301413001.0,207660,12980,14640,20.901,26.677,47.578,620,2025
R027188,343500001004.0,525560,141900,141900,24.619,26.677,51.296,601,2025
R027192,404913001007.0,16830,4540,4540,23.852,26.677,50.529,602,2025
R027195,343500001010.0,2172240,135760,153150,24.619,26.677,51.296,601,2025
R027196,343500001009.0,1372630,85790,96770,24.619,26.677,51.296,601,2025
R027201,343500001001.0,1635460,102210,115300,24.619,26.677,51.296,601,2025
R027202,298900000031.0,3030,820,820,25.348,30.176,55.524,703,2025
R027209,291900000000.0,310,80,80,22.36,30.176,52.536,701,2025
R027210,343500001006.0,1904380,119030,134260,24.619,26.677,51.296,601,2025
R027242,370136343009.0,915890,57240,64570,23.973,26.677,50.65,100,2025
R027244,343500003006.0,377500,101930,101930,24.619,26.677,51.296,601,2025
R027245,317700001001.0,14430,3900,3900,32.426,26.677,59.103,606,2025
R027246,317700001002.0,5681720,355110,400560,32.426,26.677,59.103,606,2025
R027249,317700001006.0,3746540,234160,264140,32.426,26.677,59.103,606,2025
R027253,317700001010.0,498100,134490,134490,32.426,26.677,59.103,606,2025
R027254,317700001011.0,3049790,190610,215010,32.426,26.677,59.103,606,2025
R027256,317700001013.0,4416470,276030,311360,32.426,26.677,59.103,606,2025
R027257,317700001019.0,498100,134490,134490,32.426,26.677,59.103,606,2025
R027258,317700001015.0,4386900,274180,309280,32.426,26.677,59.103,606,2025
R027259,317700001021.0,747150,201730,201730,32.426,26.677,59.103,606,2025
R027261,317700001017.0,3926250,245390,276800,32.426,26.677,59.103,606,2025
R027265,325500002018.0,6920610,432540,487910,32.426,26.677,59.103,606,2025
R027266,325500002019.0,2266010,141620,159760,32.426,26.677,59.103,606,2025
R027267,325500002020.0,6626440,414150,467170,32.426,26.677,59.103,606,2025
R027269,325500002022.0,3225870,201620,227430,32.426,26.677,59.103,606,2025
R027277,325500001008.0,3360160,210010,236900,32.426,26.677,59.103,606,2025
R027278,325500001004.0,3996790,249800,281780,32.426,26.677,59.103,606,2025
R027280,325500001006.0,5561620,347600,385050,32.426,26.677,59.103,606,2025
R027281,343500000072.0,797760,49860,56240,24.619,26.677,51.296,601,2025
R027283,369500001001.0,1030590,64420,72660,24.619,26.677,51.296,601,2025
R027336,291500000086.0,6760,1830,1830,16.387,26.677,43.064,603,2025
R027340,318300000000.0,450,120,120,24.787,30.176,54.963,704,2025
R027343,369526203005.0,31800,1990,2240,24.619,26.677,51.296,601,2025
R027353,317900000089.0,299720,18730,21130,21.901,26.677,48.578,612,2025
R027355,317900000079.0,350810,44860,46780,21.901,26.677,48.578,612,2025
R027383,325300000039.0,1010,270,270,23.852,26.677,50.529,602,2025
R027386,325503126016.0,210000,13130,14810,44.315,26.677,70.992,200,2025
R027387,398100000058.0,11880,3210,3210,23.852,26.677,50.529,602,2025
R027394,317900000069.0,149830,40450,40450,21.901,26.677,48.578,612,2025
R027449,325503152005.0,2521680,157610,177780,44.315,26.677,70.992,200,2025
R027452,325503104001.0,1844730,115290,123000,44.315,26.677,70.992,200,2025
R027457,325728105072.0,1137990,71130,80220,41.028,26.677,67.705,615,2025
R027458,325503104003.0,2919860,182490,205850,44.315,26.677,70.992,200,2025
R027462,325724001022.0,176150,11010,12420,32.426,26.677,59.103,606,2025
R027466,369908001016.0,659450,41210,46490,24.619,26.677,51.296,601,2025
R027467,325728105088.0,1104140,69010,77840,41.028,26.677,67.705,615,2025
R027468,325503126015.0,210000,13130,14810,44.315,26.677,70.992,200,2025
R027482,370136206030.0,696590,43540,49110,23.973,26.677,50.65,100,2025
R027483,291726133007.0,6680,1800,1800,37.089,26.677,63.766,400,2025
R027485,398700000025.0,21000,5670,5670,21.901,28.994,50.895,801,2025
R027489,343500005003.0,1364420,86610,97480,24.619,26.677,51.296,601,2025
R027491,343300002003.0,1580070,98750,111400,24.619,26.677,51.296,601,2025
R027493,343300002009.0,2070760,129420,145990,24.619,26.677,51.296,601,2025
R027494,343300002012.0,1560550,97530,110020,24.619,26.677,51.296,601,2025
R027498,343300002013.0,4702280,422190,454860,24.619,26.677,51.296,601,2025
R027499,343300002005.0,1489650,93100,105020,24.619,26.677,51.296,601,2025
R027500,343300002004.0,2059600,128720,145210,24.619,26.677,51.296,601,2025
R027501,343300002002.0,1822890,113930,128520,24.619,26.677,51.296,601,2025
R027502,343300002001.0,1677870,104870,118290,24.619,26.677,51.296,601,2025
R027503,351535002003.0,835470,52210,58900,24.619,26.677,51.296,601,2025
R027505,351535002001.0,712630,44540,50240,24.619,26.677,51.296,601,2025
R027509,325500002024.0,0,0,0,44.315,26.677,70.992,200,2025
R027517,325503126022.0,210000,13130,10260,44.315,26.677,70.992,200,2025
R027552,317723411035.0,3919250,244950,276310,49.142,26.677,75.819,500,2025
R027561,325727220010.0,481420,30090,33940,41.028,26.677,67.705,615,2025
R027562,424700000022.0,5880,1590,1590,23.852,26.677,50.529,602,2025
R027584,325502253003.0,2300200,143770,162170,44.315,26.677,70.992,200,2025
R027586,325503126010.0,275120,17200,19400,44.315,26.677,70.992,200,2025
R027592,370100000165.0,746540,48400,47250,24.619,26.677,51.296,601,2025
R027593,343300002010.0,2412790,150800,170100,24.619,26.677,51.296,601,2025
R027595,317724302032.0,1871760,116990,131960,49.142,26.677,75.819,500,2025
R027597,325503126024.0,210000,13130,13720,44.315,26.677,70.992,200,2025
R027602,405130003016.0,37800,10210,10210,23.852,26.677,50.529,602,2025
R027604,325722307013.0,218700,59050,59050,41.028,26.677,67.705,615,2025
R027605,369526103002.0,30250,8170,8170,24.619,26.677,51.296,601,2025
R027608,324700000012.0,587970,42830,47300,21.799,26.677,48.476,624,2025
R027616,325722307015.0,941130,58820,66350,41.028,26.677,67.705,615,2025
R027619,325722307014.0,1193120,74570,84120,41.028,26.677,67.705,615,2025
R027623,404532003019.0,531010,33180,37440,22.715,26.677,49.392,609,2025
R027624,404532003028.0,1028530,74560,82390,22.715,26.677,49.392,609,2025
R027631,404532003009.0,49500,13370,13370,22.715,26.677,49.392,609,2025
R027632,404532003024.0,1336800,93820,104120,22.715,26.677,49.392,609,2025
R027636,404532003029.0,1174030,73380,82770,22.715,26.677,49.392,609,2025
R027640,404532003025.0,1025650,64100,72310,22.715,26.677,49.392,609,2025
R027702,325503104002.0,3182780,198920,224380,44.315,26.677,70.992,200,2025
R027703,325502228013.0,1021400,63840,72010,44.315,26.677,70.992,200,2025
R027705,325503176004.0,1268780,342570,342570,44.315,26.677,70.992,200,2025
R027707,317934028008.0,345380,21580,24350,32.426,26.677,59.103,606,2025
R027708,325502228011.0,1026790,64180,72390,44.315,26.677,70.992,200,2025
R027709,325502228008.0,685870,42870,48350,44.315,26.677,70.992,200,2025
R027714,343315302003.0,1064180,66510,75020,24.619,26.677,51.296,601,2025
R027715,398303300027.0,233620,14600,16470,23.852,26.677,50.529,602,2025
R027722,325700001004.0,1499370,93720,105700,41.028,26.677,67.705,615,2025
R027723,325700001003.0,2246090,140390,151300,41.028,26.677,67.705,615,2025
R027724,325700001002.0,742000,200340,200340,41.028,26.677,67.705,615,2025
R027726,325700001006.0,0,0,0,41.028,26.677,67.705,615,2025
R027732,317723409033.0,1993330,124590,140530,49.142,26.677,75.819,500,2025
R027734,369109413001.0,40000,10800,10800,30.009,26.677,56.686,300,2025
R027743,343902002027.0,767800,48030,54160,24.619,26.677,51.296,601,2025
R027747,325503160012.0,1754320,473670,473670,44.315,26.677,70.992,200,2025
R027751,325503160008.0,6977120,436070,491880,44.315,26.677,70.992,200,2025
R027752,325503160009.0,3718060,232380,262130,44.315,26.677,70.992,200,2025
R027753,317726122070.0,795230,49700,56060,49.142,26.677,75.819,501,2025
R027760,342719000003.0,38990,10530,10530,24.619,26.677,51.296,601,2025
R027766,325503179014.0,912870,57050,64360,44.315,26.677,70.992,200,2025
R027781,378703400063.0,672530,42040,40360,24.619,26.677,51.296,601,2025
R027818,378710024001.0,1088920,68060,69720,24.619,26.677,51.296,601,2025
R027908,370135106004.0,631770,39490,44540,23.973,26.677,50.65,100,2025
R027924,378903002001.0,605480,163480,163480,24.619,26.677,51.296,601,2025
R027927,325503126020.0,210000,13130,14810,44.315,26.677,70.992,200,2025
R027958,325503111002.0,1970780,123170,131890,44.315,26.677,70.992,200,2025
