account_number,parcel_number,property_type,economic_area,site_address
R044622,370135362004,Residential,1,"110 N 7TH ST UNIT# 4, GUNNISON"
R044623,325722203024,Residential,6,"334 ANDERSON DR , CRESTED BUTTE SOUTH"
R044624,431300000031,Vacant,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R044625,325722203023,Residential,6,"212 ANDERSON DR , CRESTED BUTTE SOUTH"
R044626,396900000000,Nat Resource,8,","
R044660,317726142006,Residential,6,"116 SNOWMASS RD , MT CRESTED BUTTE"
R044661,317726142008,Residential,6,"112 SNOWMASS RD , MT CRESTED BUTTE"
R044662,317726142010,Residential,6,"110 SNOWMASS RD , MT CRESTED BUTTE"
R044663,317726142013,Residential,6,"104 SNOWMASS RD , MT CRESTED BUTTE"
R044666,317726142014,Residential,6,"100 SNOWMASS RD , MT CRESTED BUTTE"
R044669,317723101054,Residential,6,"926 GOTHIC RD , MT CRESTED BUTTE"
R044671,405107004010,Vacant,8,"76 MOSQUITO TRL , BLUE MESA SUBDIVISION AREA"
R044672,325503101009,Vacant,2,"SIXTH ST , CRESTED BUTTE"
R044675,351500000046,Agricultural,8,"7911 COUNTY ROAD 730 , OHIO CREEK VALLEY"
R044677,325721401017,Vacant,6,"3842 BRYANT AVE UNIT# LOT 4, CRESTED BUTTE SOUTH"
R044678,317726461001,Residential,6,"17 HUNTER HILL RD UNIT# 1, MT CRESTED BUTTE"
R044679,317726461002,Residential,6,"17 HUNTER HILL RD UNIT# 2, MT CRESTED BUTTE"
R044680,317726461003,Residential,6,"17 HUNTER HILL RD UNIT# 3, MT CRESTED BUTTE"
R044681,317726461004,Residential,6,"17 HUNTER HILL RD UNIT# 4, MT CRESTED BUTTE"
R044682,370113013002,Mixed Use,1,"781 SIERRA VISTA WAY , GUNNISON"
R044684,370135363001,Residential,1,"102 WILDROSE LN , GUNNISON"
R044685,370135363002,Residential,1,"104 GRANITE DR , GUNNISON"
R044686,370135363003,Residential,1,"102 GRANITE DR , GUNNISON"
R044687,370135363004,Residential,1,"109 WILDRIVER LN , GUNNISON"
R044688,370135363005,Residential,1,"111 WILDRIVER LN , GUNNISON"
R044689,317726400056,Vacant,6,", MT CRESTED BUTTE"
R044690,317726400057,Vacant,6,"NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044691,317726463006,Vacant,6,"10 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044692,317726463008,Vacant,6,"14 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044693,317726463010,Vacant,6,"11 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044694,317726463012,Vacant,6,"15 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044695,317726463005,Vacant,6,"NEVADA SUMMIT DR , MT CRESTED BUTTE"
R044696,326300002001,Agricultural,8,"COUNTY ROAD 765 , TAYLOR PARK"
R044698,317726145001,Commercial,6,"500 GOTHIC RD UNIT# C-P101, MT CRESTED BUTTE"
R044699,317726145002,Commercial,6,"500 GOTHIC RD UNIT# C-P102, MT CRESTED BUTTE"
R044701,317726145004,Commercial,6,"500 GOTHIC RD UNIT# C-ML06, MT CRESTED BUTTE"
R044702,317726145005,Commercial,6,"500 GOTHIC RD UNIT# C-ML07, MT CRESTED BUTTE"
R044703,317726145006,Commercial,6,"500 GOTHIC RD UNIT# C-ML08, MT CRESTED BUTTE"
R044704,317726145007,Commercial,6,"500 GOTHIC RD UNIT# C-ML09, MT CRESTED BUTTE"
R044705,317726145008,Commercial,6,"500 GOTHIC RD UNIT# C-P202, MT CRESTED BUTTE"
R044706,317726145009,Commercial,6,"500 GOTHIC RD UNIT# C-P204, MT CRESTED BUTTE"
R044707,317726145010,Commercial,6,"500 GOTHIC RD UNIT# C-P205, MT CRESTED BUTTE"
R044708,317726145011,Commercial,6,"500 GOTHIC RD UNIT# C-P206, MT CRESTED BUTTE"
R044709,317726145012,Commercial,6,"500 GOTHIC RD UNIT# C-101, MT CRESTED BUTTE"
R044710,317726145013,Commercial,6,"500 GOTHIC RD UNIT# C-102, MT CRESTED BUTTE"
R044711,317726145014,Commercial,6,"500 GOTHIC RD UNIT# C-103, MT CRESTED BUTTE"
R044712,317726145015,Commercial,6,"500 GOTHIC RD UNIT# C-104, MT CRESTED BUTTE"
R044713,317726145016,Commercial,6,"500 GOTHIC RD UNIT# C-201, MT CRESTED BUTTE"
R044714,317726145017,Commercial,6,"500 GOTHIC RD UNIT# C-202, MT CRESTED BUTTE"
R044715,317726145018,Commercial,6,"500 GOTHIC RD UNIT# C-203, MT CRESTED BUTTE"
R044716,317726145019,Commercial,6,"500 GOTHIC RD UNIT# C-204, MT CRESTED BUTTE"
R044717,317726100122,Residential,6,"500 GOTHIC RD , MT CRESTED BUTTE"
R044718,317726145020,Commercial,6,"500 GOTHIC RD UNIT# 101, MT CRESTED BUTTE"
R044719,317726145021,Commercial,6,"500 GOTHIC RD UNIT# 102, MT CRESTED BUTTE"
R044720,317726145022,Commercial,6,"500 GOTHIC RD UNIT# 103, MT CRESTED BUTTE"
R044721,317726145023,Commercial,6,"500 GOTHIC RD UNIT# 104, MT CRESTED BUTTE"
R044722,317726145024,Commercial,6,"500 GOTHIC RD UNIT# 105, MT CRESTED BUTTE"
R044723,317726145025,Commercial,6,"500 GOTHIC RD UNIT# 106, MT CRESTED BUTTE"
R044724,317726145026,Commercial,6,"500 GOTHIC RD UNIT# 107, MT CRESTED BUTTE"
R044725,317726145027,Commercial,6,"500 GOTHIC RD UNIT# 108, MT CRESTED BUTTE"
R044726,317726145028,Commercial,6,"500 GOTHIC RD UNIT# 109, MT CRESTED BUTTE"
R044727,317726145029,Commercial,6,"500 GOTHIC RD UNIT# 110, MT CRESTED BUTTE"
R044728,317726145030,Commercial,6,"500 GOTHIC RD UNIT# 111, MT CRESTED BUTTE"
R044729,317726145031,Commercial,6,"500 GOTHIC RD UNIT# 112, MT CRESTED BUTTE"
R044730,317726145032,Commercial,6,"500 GOTHIC RD UNIT# 113, MT CRESTED BUTTE"
R044731,317726145033,Commercial,6,"500 GOTHIC RD UNIT# 114, MT CRESTED BUTTE"
R044732,317726145034,Commercial,6,"500 GOTHIC RD UNIT# 115, MT CRESTED BUTTE"
R044733,317726145035,Commercial,6,"500 GOTHIC RD UNIT# 116, MT CRESTED BUTTE"
R044734,317726145036,Commercial,6,"500 GOTHIC RD UNIT# 117, MT CRESTED BUTTE"
R044735,317726145037,Commercial,6,"500 GOTHIC RD UNIT# 118, MT CRESTED BUTTE"
R044736,317726145038,Commercial,6,"500 GOTHIC RD UNIT# 201, MT CRESTED BUTTE"
R044737,317726145039,Commercial,6,"500 GOTHIC RD UNIT# 202, MT CRESTED BUTTE"
R044738,317726145040,Commercial,6,"500 GOTHIC RD UNIT# 203, MT CRESTED BUTTE"
R044739,317726145041,Commercial,6,"500 GOTHIC RD UNIT# 204, MT CRESTED BUTTE"
R044740,317726145042,Commercial,6,"500 GOTHIC RD UNIT# 205, MT CRESTED BUTTE"
R044741,317726145043,Commercial,6,"500 GOTHIC RD UNIT# 206, MT CRESTED BUTTE"
R044742,317726145044,Commercial,6,"500 GOTHIC RD UNIT# 207, MT CRESTED BUTTE"
R044743,317726145045,Commercial,6,"500 GOTHIC RD UNIT# 208, MT CRESTED BUTTE"
R044744,317726145046,Commercial,6,"500 GOTHIC RD UNIT# 209, MT CRESTED BUTTE"
R044745,317726145047,Commercial,6,"500 GOTHIC RD UNIT# 210, MT CRESTED BUTTE"
R044746,317726145048,Commercial,6,"500 GOTHIC RD UNIT# 211, MT CRESTED BUTTE"
R044747,317726145049,Commercial,6,"500 GOTHIC RD UNIT# 212, MT CRESTED BUTTE"
R044748,317726145050,Commercial,6,"500 GOTHIC RD UNIT# 213, MT CRESTED BUTTE"
R044749,317726145051,Commercial,6,"500 GOTHIC RD UNIT# 214, MT CRESTED BUTTE"
R044750,317726145052,Commercial,6,"500 GOTHIC RD UNIT# 215, MT CRESTED BUTTE"
R044751,317726145053,Commercial,6,"500 GOTHIC RD UNIT# 216, MT CRESTED BUTTE"
R044752,317726145054,Commercial,6,"500 GOTHIC RD UNIT# 217, MT CRESTED BUTTE"
R044753,317726145055,Commercial,6,"500 GOTHIC RD UNIT# 218, MT CRESTED BUTTE"
R044754,317726145056,Commercial,6,"500 GOTHIC RD UNIT# 249, MT CRESTED BUTTE"
R044755,317726145057,Commercial,6,"500 GOTHIC RD UNIT# 250, MT CRESTED BUTTE"
R044756,317726145058,Commercial,6,"500 GOTHIC RD UNIT# 251, MT CRESTED BUTTE"
R044757,317726145059,Commercial,6,"500 GOTHIC RD UNIT# 252, MT CRESTED BUTTE"
R044758,317726145060,Commercial,6,"500 GOTHIC RD UNIT# 253, MT CRESTED BUTTE"
R044759,317726145061,Commercial,6,"500 GOTHIC RD UNIT# 254, MT CRESTED BUTTE"
R044760,317726145062,Commercial,6,"500 GOTHIC RD UNIT# 255, MT CRESTED BUTTE"
R044761,317726145063,Commercial,6,"500 GOTHIC RD UNIT# 256, MT CRESTED BUTTE"
R044762,317726145064,Commercial,6,"500 GOTHIC RD UNIT# 257, MT CRESTED BUTTE"
R044763,317726145065,Commercial,6,"500 GOTHIC RD UNIT# 258, MT CRESTED BUTTE"
R044764,317726145066,Commercial,6,"500 GOTHIC RD UNIT# 259, MT CRESTED BUTTE"
R044765,317726145067,Commercial,6,"500 GOTHIC RD UNIT# 301, MT CRESTED BUTTE"
R044766,317726145068,Commercial,6,"500 GOTHIC RD UNIT# 302, MT CRESTED BUTTE"
R044767,317726145069,Commercial,6,"500 GOTHIC RD UNIT# 303, MT CRESTED BUTTE"
R044768,317726145070,Commercial,6,"500 GOTHIC RD UNIT# 304, MT CRESTED BUTTE"
R044769,317726145071,Commercial,6,"500 GOTHIC RD UNIT# 305, MT CRESTED BUTTE"
R044770,317726145072,Commercial,6,"500 GOTHIC RD UNIT# 306, MT CRESTED BUTTE"
R044771,317726145073,Commercial,6,"500 GOTHIC RD UNIT# 307, MT CRESTED BUTTE"
R044772,317726145074,Commercial,6,"500 GOTHIC RD UNIT# 308, MT CRESTED BUTTE"
R044773,317726145075,Commercial,6,"500 GOTHIC RD UNIT# 309, MT CRESTED BUTTE"
R044774,317726145076,Commercial,6,"500 GOTHIC RD UNIT# 310, MT CRESTED BUTTE"
R044775,317726145077,Commercial,6,"500 GOTHIC RD UNIT# 311, MT CRESTED BUTTE"
R044776,317726145078,Commercial,6,"500 GOTHIC RD UNIT# 312, MT CRESTED BUTTE"
R044777,317726145079,Commercial,6,"500 GOTHIC RD UNIT# 313, MT CRESTED BUTTE"
R044778,317726145080,Commercial,6,"500 GOTHIC RD UNIT# 314, MT CRESTED BUTTE"
R044779,317726145081,Commercial,6,"500 GOTHIC RD UNIT# 315, MT CRESTED BUTTE"
R044780,317726145082,Commercial,6,"500 GOTHIC RD UNIT# 316, MT CRESTED BUTTE"
R044781,317726145083,Commercial,6,"500 GOTHIC RD UNIT# 317, MT CRESTED BUTTE"
R044782,317726145084,Commercial,6,"500 GOTHIC RD UNIT# 318, MT CRESTED BUTTE"
R044783,317726145085,Commercial,6,"500 GOTHIC RD UNIT# 319, MT CRESTED BUTTE"
R044784,317726145086,Commercial,6,"500 GOTHIC RD UNIT# 320, MT CRESTED BUTTE"
R044785,317726145087,Commercial,6,"500 GOTHIC RD UNIT# 321, MT CRESTED BUTTE"
R044786,317726145088,Commercial,6,"500 GOTHIC RD UNIT# 322, MT CRESTED BUTTE"
R044787,317726145089,Commercial,6,"500 GOTHIC RD UNIT# 323, MT CRESTED BUTTE"
R044788,317726145090,Commercial,6,"500 GOTHIC RD UNIT# 324, MT CRESTED BUTTE"
R044789,317726145091,Commercial,6,"500 GOTHIC RD UNIT# 325, MT CRESTED BUTTE"
R044790,317726145092,Commercial,6,"500 GOTHIC RD UNIT# 326, MT CRESTED BUTTE"
R044791,317726145093,Commercial,6,"500 GOTHIC RD UNIT# 327, MT CRESTED BUTTE"
R044792,317726145094,Commercial,6,"500 GOTHIC RD UNIT# 328, MT CRESTED BUTTE"
R044793,317726145095,Commercial,6,"500 GOTHIC RD UNIT# 329, MT CRESTED BUTTE"
R044794,317726145096,Commercial,6,"500 GOTHIC RD UNIT# 330, MT CRESTED BUTTE"
R044795,317726145097,Commercial,6,"500 GOTHIC RD UNIT# 331, MT CRESTED BUTTE"
R044796,317726145098,Commercial,6,"500 GOTHIC RD UNIT# 332, MT CRESTED BUTTE"
R044797,317726145099,Commercial,6,"500 GOTHIC RD UNIT# 333, MT CRESTED BUTTE"
R044798,317726145100,Commercial,6,"500 GOTHIC RD UNIT# 334, MT CRESTED BUTTE"
R044799,317726145101,Commercial,6,"500 GOTHIC RD UNIT# 335, MT CRESTED BUTTE"
R044800,317726145102,Commercial,6,"500 GOTHIC RD UNIT# 336, MT CRESTED BUTTE"
R044801,317726145103,Commercial,6,"500 GOTHIC RD UNIT# 337, MT CRESTED BUTTE"
R044802,317726145104,Commercial,6,"500 GOTHIC RD UNIT# 338, MT CRESTED BUTTE"
R044803,317726145105,Commercial,6,"500 GOTHIC RD UNIT# 339, MT CRESTED BUTTE"
R044804,317726145106,Commercial,6,"500 GOTHIC RD UNIT# 340, MT CRESTED BUTTE"
R044805,317726145107,Commercial,6,"500 GOTHIC RD UNIT# 341, MT CRESTED BUTTE"
R044806,317726145108,Commercial,6,"500 GOTHIC RD UNIT# 342, MT CRESTED BUTTE"
R044807,317726145109,Commercial,6,"500 GOTHIC RD UNIT# 343, MT CRESTED BUTTE"
R044808,317726145110,Commercial,6,"500 GOTHIC RD UNIT# 344, MT CRESTED BUTTE"
R044809,317726145111,Commercial,6,"500 GOTHIC RD UNIT# 345, MT CRESTED BUTTE"
R044810,317726145112,Commercial,6,"500 GOTHIC RD UNIT# 346, MT CRESTED BUTTE"
R044811,317726145113,Commercial,6,"500 GOTHIC RD UNIT# 347, MT CRESTED BUTTE"
R044812,317726145114,Commercial,6,"500 GOTHIC RD UNIT# 348, MT CRESTED BUTTE"
R044813,317726145115,Commercial,6,"500 GOTHIC RD UNIT# 349, MT CRESTED BUTTE"
R044814,317726145116,Commercial,6,"500 GOTHIC RD UNIT# 350, MT CRESTED BUTTE"
R044815,317726145117,Commercial,6,"500 GOTHIC RD UNIT# 351, MT CRESTED BUTTE"
R044816,317726145118,Commercial,6,"500 GOTHIC RD UNIT# 352, MT CRESTED BUTTE"
R044817,317726145119,Commercial,6,"500 GOTHIC RD UNIT# 353, MT CRESTED BUTTE"
R044818,317726145120,Commercial,6,"500 GOTHIC RD UNIT# 354, MT CRESTED BUTTE"
R044819,317726145121,Commercial,6,"500 GOTHIC RD UNIT# 355, MT CRESTED BUTTE"
R044820,317726145122,Commercial,6,"500 GOTHIC RD UNIT# 356, MT CRESTED BUTTE"
R044821,317726145123,Commercial,6,"500 GOTHIC RD UNIT# 357, MT CRESTED BUTTE"
R044822,317726145124,Commercial,6,"500 GOTHIC RD UNIT# 358, MT CRESTED BUTTE"
R044823,317726145125,Commercial,6,"500 GOTHIC RD UNIT# 359, MT CRESTED BUTTE"
R044824,317726145126,Commercial,6,"500 GOTHIC RD UNIT# 401, MT CRESTED BUTTE"
R044825,317726145127,Commercial,6,"500 GOTHIC RD UNIT# 402, MT CRESTED BUTTE"
R044826,317726145128,Commercial,6,"500 GOTHIC RD UNIT# 403, MT CRESTED BUTTE"
R044827,317726145129,Commercial,6,"500 GOTHIC RD UNIT# 404, MT CRESTED BUTTE"
R044828,317726145130,Commercial,6,"500 GOTHIC RD UNIT# 405, MT CRESTED BUTTE"
R044829,317726145131,Commercial,6,"500 GOTHIC RD UNIT# 406, MT CRESTED BUTTE"
R044830,317726145132,Commercial,6,"500 GOTHIC RD UNIT# 407, MT CRESTED BUTTE"
R044831,317726145133,Commercial,6,"500 GOTHIC RD UNIT# 408, MT CRESTED BUTTE"
R044832,317726145134,Commercial,6,"500 GOTHIC RD UNIT# 409, MT CRESTED BUTTE"
R044833,317726145135,Commercial,6,"500 GOTHIC RD UNIT# 410, MT CRESTED BUTTE"
R044834,317726145136,Commercial,6,"500 GOTHIC RD UNIT# 411, MT CRESTED BUTTE"
R044835,317726145137,Commercial,6,"500 GOTHIC RD UNIT# 412, MT CRESTED BUTTE"
R044836,317726145138,Commercial,6,"500 GOTHIC RD UNIT# 413, MT CRESTED BUTTE"
R044837,317726145139,Commercial,6,"500 GOTHIC RD UNIT# 414, MT CRESTED BUTTE"
R044838,317726145140,Commercial,6,"500 GOTHIC RD UNIT# 415, MT CRESTED BUTTE"
R044839,317726145141,Commercial,6,"500 GOTHIC RD UNIT# 416, MT CRESTED BUTTE"
R044840,317726145142,Commercial,6,"500 GOTHIC RD UNIT# 417, MT CRESTED BUTTE"
R044841,317726145143,Commercial,6,"500 GOTHIC RD UNIT# 418, MT CRESTED BUTTE"
R044842,317726145144,Commercial,6,"500 GOTHIC RD UNIT# 419, MT CRESTED BUTTE"
R044843,317726145145,Commercial,6,"500 GOTHIC RD UNIT# 420, MT CRESTED BUTTE"
R044844,317726145146,Commercial,6,"500 GOTHIC RD UNIT# 421, MT CRESTED BUTTE"
R044845,317726145147,Commercial,6,"500 GOTHIC RD UNIT# 422, MT CRESTED BUTTE"
R044846,317726145148,Commercial,6,"500 GOTHIC RD UNIT# 423, MT CRESTED BUTTE"
R044847,317726145149,Commercial,6,"500 GOTHIC RD UNIT# 424, MT CRESTED BUTTE"
R044848,317726145150,Commercial,6,"500 GOTHIC RD UNIT# 425, MT CRESTED BUTTE"
R044849,317726145151,Commercial,6,"500 GOTHIC RD UNIT# 426, MT CRESTED BUTTE"
R044850,317726145152,Commercial,6,"500 GOTHIC RD UNIT# 427, MT CRESTED BUTTE"
R044851,317726145153,Commercial,6,"500 GOTHIC RD UNIT# 428, MT CRESTED BUTTE"
R044852,317726145154,Commercial,6,"500 GOTHIC RD UNIT# 429, MT CRESTED BUTTE"
R044853,317726145155,Commercial,6,"500 GOTHIC RD UNIT# 430, MT CRESTED BUTTE"
R044854,317726145156,Commercial,6,"500 GOTHIC RD UNIT# 431, MT CRESTED BUTTE"
R044855,317726145157,Commercial,6,"500 GOTHIC RD UNIT# 432, MT CRESTED BUTTE"
R044856,317726145158,Commercial,6,"500 GOTHIC RD UNIT# 433, MT CRESTED BUTTE"
R044857,317726145159,Commercial,6,"500 GOTHIC RD UNIT# 434, MT CRESTED BUTTE"
R044858,317726145160,Commercial,6,"500 GOTHIC RD UNIT# 435, MT CRESTED BUTTE"
R044859,317726145161,Commercial,6,"500 GOTHIC RD UNIT# 436, MT CRESTED BUTTE"
R044860,317726145162,Commercial,6,"500 GOTHIC RD UNIT# 437, MT CRESTED BUTTE"
R044861,317726145163,Commercial,6,"500 GOTHIC RD UNIT# 438, MT CRESTED BUTTE"
R044862,317726145164,Commercial,6,"500 GOTHIC RD UNIT# 439, MT CRESTED BUTTE"
R044863,317726145165,Commercial,6,"500 GOTHIC RD UNIT# 440, MT CRESTED BUTTE"
R044864,317726145166,Commercial,6,"500 GOTHIC RD UNIT# 441, MT CRESTED BUTTE"
R044865,317726145167,Commercial,6,"500 GOTHIC RD UNIT# 442, MT CRESTED BUTTE"
R044866,317726145168,Commercial,6,"500 GOTHIC RD UNIT# 443, MT CRESTED BUTTE"
R044867,317726145169,Commercial,6,"500 GOTHIC RD UNIT# 444, MT CRESTED BUTTE"
R044868,317726145170,Commercial,6,"500 GOTHIC RD UNIT# 445, MT CRESTED BUTTE"
R044869,317726145171,Commercial,6,"500 GOTHIC RD UNIT# 446, MT CRESTED BUTTE"
R044870,317726145172,Commercial,6,"500 GOTHIC RD UNIT# 447, MT CRESTED BUTTE"
R044871,317726145173,Commercial,6,"500 GOTHIC RD UNIT# 448, MT CRESTED BUTTE"
R044872,317726145174,Commercial,6,"500 GOTHIC RD UNIT# 449, MT CRESTED BUTTE"
R044873,317726145175,Commercial,6,"500 GOTHIC RD UNIT# 450, MT CRESTED BUTTE"
R044874,317726145176,Commercial,6,"500 GOTHIC RD UNIT# 451, MT CRESTED BUTTE"
R044875,317726145177,Commercial,6,"500 GOTHIC RD UNIT# 452, MT CRESTED BUTTE"
R044876,317726145178,Commercial,6,"500 GOTHIC RD UNIT# 453, MT CRESTED BUTTE"
R044877,317726145179,Commercial,6,"500 GOTHIC RD UNIT# 454, MT CRESTED BUTTE"
R044878,317726145180,Commercial,6,"500 GOTHIC RD UNIT# 455, MT CRESTED BUTTE"
R044879,317726145181,Commercial,6,"500 GOTHIC RD UNIT# 456, MT CRESTED BUTTE"
R044880,317726145182,Commercial,6,"500 GOTHIC RD UNIT# 457, MT CRESTED BUTTE"
R044881,317726145183,Commercial,6,"500 GOTHIC RD UNIT# 458, MT CRESTED BUTTE"
R044882,317726145184,Commercial,6,"500 GOTHIC RD UNIT# 459, MT CRESTED BUTTE"
R044883,317726145185,Commercial,6,"500 GOTHIC RD UNIT# 501, MT CRESTED BUTTE"
R044884,317726145186,Commercial,6,"500 GOTHIC RD UNIT# 502, MT CRESTED BUTTE"
R044885,317726145187,Commercial,6,"500 GOTHIC RD UNIT# 503, MT CRESTED BUTTE"
R044886,317726145188,Commercial,6,"500 GOTHIC RD UNIT# 504, MT CRESTED BUTTE"
R044887,317726145189,Commercial,6,"500 GOTHIC RD UNIT# 505, MT CRESTED BUTTE"
R044888,317726145190,Commercial,6,"500 GOTHIC RD UNIT# 506, MT CRESTED BUTTE"
R044889,317726145191,Commercial,6,"500 GOTHIC RD UNIT# 507, MT CRESTED BUTTE"
R044890,317726145192,Commercial,6,"500 GOTHIC RD UNIT# 508, MT CRESTED BUTTE"
R044891,317726145193,Commercial,6,"500 GOTHIC RD UNIT# 509, MT CRESTED BUTTE"
R044892,317726145194,Commercial,6,"500 GOTHIC RD UNIT# 510, MT CRESTED BUTTE"
R044893,317726145195,Commercial,6,"500 GOTHIC RD UNIT# 511, MT CRESTED BUTTE"
R044894,317726145196,Commercial,6,"500 GOTHIC RD UNIT# 512, MT CRESTED BUTTE"
R044895,317726145197,Commercial,6,"500 GOTHIC RD UNIT# 513, MT CRESTED BUTTE"
R044896,317726145198,Commercial,6,"500 GOTHIC RD UNIT# 514, MT CRESTED BUTTE"
R044897,317726145199,Commercial,6,"500 GOTHIC RD UNIT# 515, MT CRESTED BUTTE"
R044898,317726145200,Commercial,6,"500 GOTHIC RD UNIT# 516, MT CRESTED BUTTE"
R044899,317726145201,Commercial,6,"500 GOTHIC RD UNIT# 517, MT CRESTED BUTTE"
R044900,317726145202,Commercial,6,"500 GOTHIC RD UNIT# 518, MT CRESTED BUTTE"
R044901,317726145203,Commercial,6,"500 GOTHIC RD UNIT# 519, MT CRESTED BUTTE"
R044902,317726145204,Commercial,6,"500 GOTHIC RD UNIT# 520, MT CRESTED BUTTE"
R044903,317726145205,Commercial,6,"500 GOTHIC RD UNIT# 521, MT CRESTED BUTTE"
R044904,317726145206,Commercial,6,"500 GOTHIC RD UNIT# 522, MT CRESTED BUTTE"
R044905,317726145207,Commercial,6,"500 GOTHIC RD UNIT# 523, MT CRESTED BUTTE"
R044906,317726145208,Commercial,6,"500 GOTHIC RD UNIT# 524, MT CRESTED BUTTE"
R044907,317726145209,Commercial,6,"500 GOTHIC RD UNIT# 525, MT CRESTED BUTTE"
R044908,317726145210,Commercial,6,"500 GOTHIC RD UNIT# 526, MT CRESTED BUTTE"
R044909,317726145211,Commercial,6,"500 GOTHIC RD UNIT# 527, MT CRESTED BUTTE"
R044910,317726145212,Commercial,6,"500 GOTHIC RD UNIT# 528, MT CRESTED BUTTE"
R044911,317726145213,Commercial,6,"500 GOTHIC RD UNIT# 529, MT CRESTED BUTTE"
R044912,317726145214,Commercial,6,"500 GOTHIC RD UNIT# 530, MT CRESTED BUTTE"
R044913,317726145215,Commercial,6,"500 GOTHIC RD UNIT# 531, MT CRESTED BUTTE"
R044914,317726145216,Commercial,6,"500 GOTHIC RD UNIT# 532, MT CRESTED BUTTE"
R044915,317726145217,Commercial,6,"500 GOTHIC RD UNIT# 533, MT CRESTED BUTTE"
R044916,317726145218,Commercial,6,"500 GOTHIC RD UNIT# 534, MT CRESTED BUTTE"
R044917,317726145219,Commercial,6,"500 GOTHIC RD UNIT# 535, MT CRESTED BUTTE"
R044918,317726145220,Commercial,6,"500 GOTHIC RD UNIT# 536, MT CRESTED BUTTE"
R044919,317726145221,Commercial,6,"500 GOTHIC RD UNIT# 537, MT CRESTED BUTTE"
R044920,317726145222,Commercial,6,"500 GOTHIC RD UNIT# 538, MT CRESTED BUTTE"
R044921,317726145223,Commercial,6,"500 GOTHIC RD UNIT# 539, MT CRESTED BUTTE"
R044922,317726145224,Commercial,6,"500 GOTHIC RD UNIT# 540, MT CRESTED BUTTE"
R044923,317726145225,Commercial,6,"500 GOTHIC RD UNIT# 541, MT CRESTED BUTTE"
R044924,317726145226,Commercial,6,"500 GOTHIC RD UNIT# 542, MT CRESTED BUTTE"
R044925,317726145227,Commercial,6,"500 GOTHIC RD UNIT# 543, MT CRESTED BUTTE"
R044926,317726145228,Commercial,6,"500 GOTHIC RD UNIT# 544, MT CRESTED BUTTE"
R044927,317726145229,Commercial,6,"500 GOTHIC RD UNIT# 545, MT CRESTED BUTTE"
R044928,317726145230,Commercial,6,"500 GOTHIC RD UNIT# 546, MT CRESTED BUTTE"
R044929,317726145231,Commercial,6,"500 GOTHIC RD UNIT# 547, MT CRESTED BUTTE"
R044930,317726145232,Commercial,6,"500 GOTHIC RD UNIT# 548, MT CRESTED BUTTE"
R044931,317726145233,Commercial,6,"500 GOTHIC RD UNIT# 549, MT CRESTED BUTTE"
R044932,317726145234,Commercial,6,"500 GOTHIC RD UNIT# 550, MT CRESTED BUTTE"
R044933,317726145235,Commercial,6,"500 GOTHIC RD UNIT# 551, MT CRESTED BUTTE"
R044934,317726145236,Commercial,6,"500 GOTHIC RD UNIT# 552, MT CRESTED BUTTE"
R044935,317726145237,Commercial,6,"500 GOTHIC RD UNIT# 553, MT CRESTED BUTTE"
R044936,317726145238,Commercial,6,"500 GOTHIC RD UNIT# 554, MT CRESTED BUTTE"
R044937,317726145239,Commercial,6,"500 GOTHIC RD UNIT# 555, MT CRESTED BUTTE"
R044938,317726145240,Commercial,6,"500 GOTHIC RD UNIT# 556, MT CRESTED BUTTE"
R044939,317726145241,Commercial,6,"500 GOTHIC RD UNIT# 557, MT CRESTED BUTTE"
R044940,317726145242,Commercial,6,"500 GOTHIC RD UNIT# 558, MT CRESTED BUTTE"
R044941,317726145243,Commercial,6,"500 GOTHIC RD UNIT# 617, MT CRESTED BUTTE"
R044942,317726145244,Commercial,6,"500 GOTHIC RD UNIT# 618, MT CRESTED BUTTE"
R044943,317726145245,Commercial,6,"500 GOTHIC RD UNIT# 619, MT CRESTED BUTTE"
R044944,317726145246,Commercial,6,"500 GOTHIC RD UNIT# 620, MT CRESTED BUTTE"
R044945,317726145247,Commercial,6,"500 GOTHIC RD UNIT# 621, MT CRESTED BUTTE"
R044946,317726145248,Commercial,6,"500 GOTHIC RD UNIT# 622, MT CRESTED BUTTE"
R044947,317726145249,Commercial,6,"500 GOTHIC RD UNIT# 623, MT CRESTED BUTTE"
R044948,317726145250,Commercial,6,"500 GOTHIC RD UNIT# 624, MT CRESTED BUTTE"
R044949,317726145251,Commercial,6,"500 GOTHIC RD UNIT# 625, MT CRESTED BUTTE"
R044950,317726145252,Commercial,6,"500 GOTHIC RD UNIT# 626, MT CRESTED BUTTE"
R044951,317726145253,Commercial,6,"500 GOTHIC RD UNIT# 627, MT CRESTED BUTTE"
R044952,317726145254,Commercial,6,"500 GOTHIC RD UNIT# 628, MT CRESTED BUTTE"
R044953,317726145255,Commercial,6,"500 GOTHIC RD UNIT# 629, MT CRESTED BUTTE"
